id,label
mini/cat.1.jpg,0.43407816
mini/cat.3.jpg,0.0080598
mini/cat.11.jpg,0.99686474
mini/cat.20.jpg,0.99136686
mini/cat.23.jpg,0.85146797
mini/cat.24.jpg,0.99760246
mini/cat.28.jpg,0.9763823
mini/cat.35.jpg,0.22073188
mini/cat.37.jpg,0.5133533
mini/cat.42.jpg,0.4110017
mini/cat.50.jpg,0.5844742
mini/cat.54.jpg,0.011163
mini/cat.58.jpg,0.97755283
mini/cat.61.jpg,0.02277678
mini/cat.63.jpg,0.09493634
mini/cat.74.jpg,0.05825254
mini/cat.78.jpg,0.9063505
mini/cat.81.jpg,0.75763863
mini/cat.83.jpg,0.03182268
mini/cat.93.jpg,0.04819989
mini/cat.97.jpg,0.01414731
mini/cat.104.jpg,0.13975608
mini/cat.105.jpg,0.9951469
mini/cat.113.jpg,0.98890555
mini/cat.119.jpg,0.06059965
mini/cat.150.jpg,0.15371314
mini/cat.151.jpg,0.16523442
mini/cat.153.jpg,0.04311872
mini/cat.159.jpg,0.01066697
mini/cat.167.jpg,0.99105394
mini/cat.169.jpg,0.13531962
mini/cat.181.jpg,0.9634385
mini/cat.184.jpg,0.98695207
mini/cat.185.jpg,0.9991942
mini/cat.197.jpg,0.02331072
mini/cat.207.jpg,0.8213701
mini/cat.210.jpg,0.5590789
mini/cat.214.jpg,0.9754201
mini/cat.221.jpg,0.6776627
mini/cat.223.jpg,0.875776
mini/cat.226.jpg,0.02530828
mini/cat.228.jpg,0.04637283
mini/cat.231.jpg,0.30396143
mini/cat.232.jpg,0.00624672
mini/cat.239.jpg,0.00976026
mini/cat.241.jpg,0.05223426
mini/cat.243.jpg,0.9446286
mini/cat.245.jpg,0.97510564
mini/cat.250.jpg,0.06354973
mini/cat.251.jpg,0.92550725
mini/cat.262.jpg,0.98186857
mini/cat.264.jpg,0.10768625
mini/cat.265.jpg,0.12502801
mini/cat.277.jpg,0.38277572
mini/cat.285.jpg,0.01063475
mini/cat.288.jpg,0.02779415
mini/cat.291.jpg,0.01616469
mini/cat.310.jpg,0.00819287
mini/cat.311.jpg,0.9143923
mini/cat.318.jpg,0.5931046
mini/cat.320.jpg,0.0554904
mini/cat.323.jpg,0.8033826
mini/cat.328.jpg,0.9951025
mini/cat.335.jpg,0.01122847
mini/cat.342.jpg,0.98399127
mini/cat.359.jpg,0.05540884
mini/cat.360.jpg,0.8409569
mini/cat.370.jpg,0.29428744
mini/cat.384.jpg,0.02071506
mini/cat.389.jpg,0.29345474
mini/cat.392.jpg,0.96996534
mini/cat.397.jpg,0.14023665
mini/cat.401.jpg,0.12657419
mini/cat.402.jpg,0.98992217
mini/cat.403.jpg,0.9926226
mini/cat.404.jpg,0.27737114
mini/cat.408.jpg,0.01121446
mini/cat.416.jpg,0.00425249
mini/cat.428.jpg,0.11132389
mini/cat.429.jpg,0.82722765
mini/cat.435.jpg,0.03732756
mini/cat.441.jpg,0.10426834
mini/cat.453.jpg,0.08907875
mini/cat.455.jpg,0.00296763
mini/cat.456.jpg,0.9675042
mini/cat.464.jpg,0.15671447
mini/cat.467.jpg,0.77218175
mini/cat.468.jpg,0.01405635
mini/cat.478.jpg,0.20379832
mini/cat.484.jpg,0.40323892
mini/cat.499.jpg,0.47910458
mini/cat.501.jpg,0.92684805
mini/cat.506.jpg,0.84240055
mini/cat.510.jpg,0.96305525
mini/cat.511.jpg,0.98528206
mini/cat.512.jpg,0.24015385
mini/cat.519.jpg,0.05385509
mini/cat.521.jpg,0.88366723
mini/cat.525.jpg,0.40313622
mini/cat.528.jpg,0.05994031
mini/cat.531.jpg,0.01374871
mini/cat.535.jpg,0.04389292
mini/cat.536.jpg,0.1147562
mini/cat.539.jpg,0.03648648
mini/cat.547.jpg,0.9477698
mini/cat.555.jpg,0.00352088
mini/cat.560.jpg,0.36407268
mini/cat.567.jpg,0.00337359
mini/cat.569.jpg,0.7735697
mini/cat.570.jpg,0.0972451
mini/cat.576.jpg,0.98219925
mini/cat.578.jpg,0.7029426
mini/cat.580.jpg,0.00345376
mini/cat.581.jpg,0.6753992
mini/cat.589.jpg,0.01312774
mini/cat.591.jpg,0.04867139
mini/cat.595.jpg,0.03218392
mini/cat.606.jpg,0.01209047
mini/cat.618.jpg,0.98261905
mini/cat.620.jpg,0.02878967
mini/cat.621.jpg,0.7662697
mini/cat.642.jpg,0.99887633
mini/cat.644.jpg,0.00218743
mini/cat.645.jpg,0.7607313
mini/cat.647.jpg,0.96404773
mini/cat.648.jpg,0.9256196
mini/cat.656.jpg,0.84199303
mini/cat.660.jpg,0.00872213
mini/cat.663.jpg,0.01755556
mini/cat.671.jpg,0.0075624
mini/cat.675.jpg,0.02205145
mini/cat.677.jpg,0.2337467
mini/cat.679.jpg,0.36733124
mini/cat.684.jpg,0.9275074
mini/cat.686.jpg,0.03374952
mini/cat.687.jpg,0.55431616
mini/cat.688.jpg,0.00573161
mini/cat.689.jpg,0.23301679
mini/cat.692.jpg,0.7222446
mini/cat.696.jpg,0.3345154
mini/cat.704.jpg,0.74753886
mini/cat.708.jpg,0.17441931
mini/cat.713.jpg,0.03304616
mini/cat.718.jpg,0.7549642
mini/cat.724.jpg,0.42615324
mini/cat.725.jpg,0.3328014
mini/cat.729.jpg,0.5602028
mini/cat.734.jpg,0.547112
mini/cat.735.jpg,0.34056348
mini/cat.739.jpg,0.95375
mini/cat.764.jpg,0.15605053
mini/cat.769.jpg,0.02589363
mini/cat.783.jpg,0.9331788
mini/cat.787.jpg,0.10112968
mini/cat.795.jpg,0.22323647
mini/cat.796.jpg,0.7345139
mini/cat.797.jpg,0.6804515
mini/cat.811.jpg,0.18753088
mini/cat.814.jpg,0.8865237
mini/cat.820.jpg,0.27306274
mini/cat.825.jpg,0.08548263
mini/cat.826.jpg,0.9819623
mini/cat.833.jpg,0.61837196
mini/cat.839.jpg,0.9836649
mini/cat.845.jpg,0.4369949
mini/cat.849.jpg,0.22619155
mini/cat.853.jpg,0.22068766
mini/cat.878.jpg,0.09137425
mini/cat.880.jpg,0.38865176
mini/cat.903.jpg,0.6657247
mini/cat.908.jpg,0.02383792
mini/cat.913.jpg,0.01302165
mini/cat.916.jpg,0.5387235
mini/cat.919.jpg,0.5283826
mini/cat.920.jpg,0.00211608
mini/cat.922.jpg,0.69989526
mini/cat.925.jpg,0.96530676
mini/cat.929.jpg,0.01325589
mini/cat.931.jpg,0.31691834
mini/cat.932.jpg,0.33235455
mini/cat.946.jpg,0.7988723
mini/cat.955.jpg,0.9598487
mini/cat.957.jpg,0.02240765
mini/cat.967.jpg,0.01009244
mini/cat.968.jpg,0.01620629
mini/cat.983.jpg,0.4811991
mini/cat.985.jpg,0.9645817
mini/cat.986.jpg,0.2729305
mini/cat.989.jpg,0.00478479
mini/cat.992.jpg,0.35333556
mini/cat.994.jpg,0.04699701
mini/cat.998.jpg,0.0123536
mini/cat.1000.jpg,0.62590134
mini/cat.1024.jpg,0.3675969
mini/cat.1025.jpg,0.87795186
mini/cat.1027.jpg,0.10274374
mini/cat.1036.jpg,0.16879547
mini/cat.1039.jpg,0.998495
mini/cat.1044.jpg,0.46114072
mini/cat.1046.jpg,0.84318984
mini/cat.1053.jpg,0.7111845
mini/cat.1054.jpg,0.02860504
mini/cat.1058.jpg,0.8296664
mini/cat.1073.jpg,0.84715736
mini/cat.1085.jpg,0.02345246
mini/cat.1086.jpg,0.44771913
mini/cat.1093.jpg,0.99995875
mini/cat.1096.jpg,0.24376619
mini/cat.1099.jpg,0.19111016
mini/cat.1101.jpg,0.69557667
mini/cat.1102.jpg,0.96611404
mini/cat.1104.jpg,0.82473505
mini/cat.1112.jpg,0.00014299
mini/cat.1123.jpg,0.6048564
mini/cat.1124.jpg,0.14873588
mini/cat.1125.jpg,0.26970926
mini/cat.1130.jpg,0.33139187
mini/cat.1135.jpg,0.4500783
mini/cat.1142.jpg,0.967018
mini/cat.1144.jpg,0.06412685
mini/cat.1148.jpg,0.1477505
mini/cat.1150.jpg,0.37951958
mini/cat.1152.jpg,0.02485064
mini/cat.1154.jpg,0.02031732
mini/cat.1158.jpg,0.00971419
mini/cat.1162.jpg,0.9428424
mini/cat.1166.jpg,0.30422008
mini/cat.1167.jpg,0.35041702
mini/cat.1172.jpg,0.24014562
mini/cat.1173.jpg,0.5944572
mini/cat.1174.jpg,0.9146506
mini/cat.1189.jpg,0.18225068
mini/cat.1192.jpg,0.13794479
mini/cat.1203.jpg,0.2523616
mini/cat.1208.jpg,0.11848485
mini/cat.1211.jpg,0.01628298
mini/cat.1217.jpg,0.99209297
mini/cat.1222.jpg,0.61800027
mini/cat.1223.jpg,0.9567865
mini/cat.1237.jpg,0.9760756
mini/cat.1240.jpg,0.984323
mini/cat.1255.jpg,0.36569995
mini/cat.1260.jpg,0.07334161
mini/cat.1262.jpg,0.9736389
mini/cat.1263.jpg,0.9909549
mini/cat.1264.jpg,0.07431474
mini/cat.1277.jpg,0.9710393
mini/cat.1285.jpg,0.50392944
mini/cat.1286.jpg,0.5976936
mini/cat.1289.jpg,0.6376784
mini/cat.1294.jpg,0.32509077
mini/cat.1296.jpg,0.91908455
mini/cat.1297.jpg,0.81365436
mini/cat.1305.jpg,0.23860481
mini/cat.1308.jpg,0.80990213
mini/cat.1309.jpg,0.00021124
mini/cat.1311.jpg,0.9998097
mini/cat.1316.jpg,0.1725297
mini/cat.1332.jpg,0.49065608
mini/cat.1338.jpg,0.97390735
mini/cat.1340.jpg,0.4874166
mini/cat.1343.jpg,0.39249128
mini/cat.1351.jpg,0.00489461
mini/cat.1363.jpg,0.14063892
mini/cat.1367.jpg,0.10972467
mini/cat.1368.jpg,0.5265392
mini/cat.1370.jpg,0.06305879
mini/cat.1373.jpg,0.1191971
mini/cat.1388.jpg,0.09870526
mini/cat.1400.jpg,0.80940187
mini/cat.1403.jpg,0.06354582
mini/cat.1404.jpg,0.08494034
mini/cat.1408.jpg,0.31001312
mini/cat.1416.jpg,0.35444754
mini/cat.1422.jpg,0.00800952
mini/cat.1430.jpg,0.80960476
mini/cat.1432.jpg,0.06159022
mini/cat.1438.jpg,0.10554141
mini/cat.1440.jpg,0.6983872
mini/cat.1446.jpg,0.0017035
mini/cat.1449.jpg,0.68057054
mini/cat.1460.jpg,0.01883298
mini/cat.1462.jpg,0.902617
mini/cat.1467.jpg,0.00094691
mini/cat.1470.jpg,0.6544602
mini/cat.1471.jpg,0.7287927
mini/cat.1474.jpg,0.8536344
mini/cat.1475.jpg,0.01994222
mini/cat.1483.jpg,0.01738608
mini/cat.1490.jpg,0.40945625
mini/cat.1491.jpg,0.44149575
mini/cat.1496.jpg,0.38632536
mini/cat.1503.jpg,0.04120141
mini/cat.1506.jpg,0.99769557
mini/cat.1521.jpg,0.9990938
mini/cat.1524.jpg,0.47185963
mini/cat.1526.jpg,0.16839805
mini/cat.1536.jpg,0.53722215
mini/cat.1538.jpg,0.98731077
mini/cat.1544.jpg,0.13276085
mini/cat.1545.jpg,0.07468557
mini/cat.1549.jpg,0.9980082
mini/cat.1550.jpg,0.18226469
mini/cat.1557.jpg,0.58921146
mini/cat.1560.jpg,0.12548915
mini/cat.1564.jpg,0.01036313
mini/cat.1569.jpg,0.94273615
mini/cat.1572.jpg,0.7923095
mini/cat.1574.jpg,0.97371656
mini/cat.1591.jpg,0.39713925
mini/cat.1593.jpg,0.12858602
mini/cat.1596.jpg,0.42834246
mini/cat.1598.jpg,0.9985682
mini/cat.1609.jpg,0.98333526
mini/cat.1616.jpg,0.9787278
mini/cat.1618.jpg,0.00121284
mini/cat.1631.jpg,0.25827247
mini/cat.1640.jpg,0.6820053
mini/cat.1641.jpg,0.25527662
mini/cat.1659.jpg,0.02111769
mini/cat.1662.jpg,0.05742267
mini/cat.1666.jpg,0.48021346
mini/cat.1668.jpg,0.5714568
mini/cat.1669.jpg,0.9927538
mini/cat.1673.jpg,0.62717783
mini/cat.1682.jpg,0.7744968
mini/cat.1687.jpg,0.22208503
mini/cat.1689.jpg,0.16810319
mini/cat.1690.jpg,0.99483025
mini/cat.1714.jpg,0.47488526
mini/cat.1722.jpg,0.05314764
mini/cat.1731.jpg,0.25103062
mini/cat.1737.jpg,0.00378972
mini/cat.1738.jpg,0.01492015
mini/cat.1747.jpg,0.03696078
mini/cat.1748.jpg,0.9907052
mini/cat.1749.jpg,0.27877107
mini/cat.1753.jpg,0.01335612
mini/cat.1757.jpg,0.25094986
mini/cat.1772.jpg,0.16572902
mini/cat.1774.jpg,0.9401992
mini/cat.1777.jpg,0.02981722
mini/cat.1782.jpg,0.86161184
mini/cat.1797.jpg,0.4184923
mini/cat.1811.jpg,0.4415355
mini/cat.1818.jpg,0.13799065
mini/cat.1820.jpg,0.73825276
mini/cat.1823.jpg,0.60222477
mini/cat.1825.jpg,0.91418856
mini/cat.1826.jpg,0.8003458
mini/cat.1829.jpg,0.13226262
mini/cat.1840.jpg,0.0055508
mini/cat.1841.jpg,0.9127991
mini/cat.1849.jpg,0.78836715
mini/cat.1855.jpg,0.57267743
mini/cat.1857.jpg,0.0111185
mini/cat.1859.jpg,0.07650381
mini/cat.1864.jpg,0.11232513
mini/cat.1868.jpg,0.0280883
mini/cat.1870.jpg,0.7780111
mini/cat.1875.jpg,0.8835815
mini/cat.1887.jpg,0.59144545
mini/cat.1900.jpg,0.8505516
mini/cat.1913.jpg,0.9420826
mini/cat.1918.jpg,0.9480212
mini/cat.1922.jpg,0.71040845
mini/cat.1923.jpg,0.16577196
mini/cat.1935.jpg,0.11758313
mini/cat.1936.jpg,0.9800649
mini/cat.1938.jpg,0.00229034
mini/cat.1939.jpg,0.11677486
mini/cat.1943.jpg,0.00855798
mini/cat.1944.jpg,0.10950145
mini/cat.1946.jpg,0.07737431
mini/cat.1948.jpg,0.9834167
mini/cat.1950.jpg,0.8114685
mini/cat.1954.jpg,0.69688547
mini/cat.1965.jpg,0.06338412
mini/cat.1980.jpg,0.0517033
mini/cat.1994.jpg,0.00130183
mini/cat.1997.jpg,0.95780206
mini/cat.2003.jpg,0.1927898
mini/cat.2009.jpg,0.99693525
mini/cat.2013.jpg,0.903329
mini/cat.2015.jpg,0.90380406
mini/cat.2019.jpg,0.98148876
mini/cat.2026.jpg,0.01261383
mini/cat.2028.jpg,0.00023732
mini/cat.2036.jpg,0.96224713
mini/cat.2041.jpg,0.01336682
mini/cat.2042.jpg,0.4288124
mini/cat.2055.jpg,0.28282017
mini/cat.2057.jpg,0.29532346
mini/cat.2065.jpg,0.02050495
mini/cat.2068.jpg,0.45172143
mini/cat.2071.jpg,0.02355716
mini/cat.2074.jpg,0.7365862
mini/cat.2076.jpg,0.2931504
mini/cat.2079.jpg,0.39306918
mini/cat.2097.jpg,0.14806053
mini/cat.2098.jpg,0.9039761
mini/cat.2101.jpg,0.03374609
mini/cat.2104.jpg,0.97708726
mini/cat.2105.jpg,0.21875879
mini/cat.2106.jpg,0.46134573
mini/cat.2107.jpg,0.00609496
mini/cat.2109.jpg,0.22202882
mini/cat.2113.jpg,0.57356507
mini/cat.2115.jpg,0.07987896
mini/cat.2119.jpg,0.0155789
mini/cat.2122.jpg,0.07089281
mini/cat.2123.jpg,0.3337766
mini/cat.2128.jpg,0.06070518
mini/cat.2156.jpg,0.4500401
mini/cat.2161.jpg,0.92760825
mini/cat.2164.jpg,0.997723
mini/cat.2165.jpg,0.11954242
mini/cat.2166.jpg,0.0016135
mini/cat.2167.jpg,0.22388697
mini/cat.2175.jpg,0.14455307
mini/cat.2177.jpg,0.6821241
mini/cat.2181.jpg,0.01509896
mini/cat.2183.jpg,0.17796385
mini/cat.2184.jpg,0.01589343
mini/cat.2190.jpg,0.87943846
mini/cat.2191.jpg,0.13451704
mini/cat.2195.jpg,0.03845319
mini/cat.2198.jpg,0.0346095
mini/cat.2201.jpg,0.0194293
mini/cat.2202.jpg,0.9871162
mini/cat.2206.jpg,0.99038637
mini/cat.2214.jpg,0.00677082
mini/cat.2215.jpg,0.84525716
mini/cat.2232.jpg,0.80814934
mini/cat.2245.jpg,0.44592243
mini/cat.2247.jpg,0.22905871
mini/cat.2249.jpg,0.05689088
mini/cat.2250.jpg,0.20427468
mini/cat.2253.jpg,0.9667622
mini/cat.2254.jpg,0.15461811
mini/cat.2257.jpg,0.7548951
mini/cat.2258.jpg,0.80000865
mini/cat.2263.jpg,0.04496554
mini/cat.2265.jpg,0.07746097
mini/cat.2266.jpg,0.930619
mini/cat.2269.jpg,0.9879471
