id,label
mini\cat.4.jpg,0.36834735
mini\cat.8.jpg,0.38178444
mini\cat.11.jpg,0.66069573
mini\cat.12.jpg,0.74152017
mini\cat.22.jpg,0.10854334
mini\cat.24.jpg,0.18368593
mini\cat.43.jpg,0.6980522
mini\cat.46.jpg,0.55126506
mini\cat.47.jpg,0.24694097
mini\cat.53.jpg,0.06272912
mini\cat.55.jpg,0.07740602
mini\cat.61.jpg,0.6880511
mini\cat.66.jpg,0.29681486
mini\cat.69.jpg,0.4991697
mini\cat.72.jpg,0.7534745
mini\cat.74.jpg,0.5004972
mini\cat.88.jpg,0.80101526
mini\cat.92.jpg,0.83392894
mini\cat.93.jpg,0.7242473
mini\cat.94.jpg,0.03531578
mini\cat.95.jpg,0.55579066
mini\cat.109.jpg,0.07340983
mini\cat.115.jpg,0.42432493
mini\cat.116.jpg,0.04571128
mini\cat.121.jpg,0.40398067
mini\cat.124.jpg,0.22808087
mini\cat.126.jpg,0.38766792
mini\cat.127.jpg,0.98719156
mini\cat.128.jpg,0.03111863
mini\cat.132.jpg,0.40513957
mini\cat.134.jpg,0.18928993
mini\cat.142.jpg,0.11513993
mini\cat.146.jpg,0.6312009
mini\cat.155.jpg,0.54414725
mini\cat.165.jpg,0.164895
mini\cat.167.jpg,0.33798432
mini\cat.186.jpg,0.62002355
mini\cat.196.jpg,0.27093565
mini\cat.201.jpg,0.35309672
mini\cat.206.jpg,0.37946755
mini\cat.212.jpg,0.4070597
mini\cat.214.jpg,0.2034106
mini\cat.226.jpg,0.3372834
mini\cat.231.jpg,0.30794537
mini\cat.239.jpg,0.21376896
mini\cat.241.jpg,0.7189893
mini\cat.245.jpg,0.6126326
mini\cat.261.jpg,0.2653388
mini\cat.262.jpg,0.3642268
mini\cat.265.jpg,0.07537228
mini\cat.276.jpg,0.62049484
mini\cat.279.jpg,0.3809177
mini\cat.286.jpg,0.7385953
mini\cat.290.jpg,0.33775997
mini\cat.292.jpg,0.08781525
mini\cat.298.jpg,0.45053795
mini\cat.304.jpg,0.3820809
mini\cat.305.jpg,0.76819575
mini\cat.308.jpg,0.2593701
mini\cat.324.jpg,0.26469064
mini\cat.344.jpg,0.54575115
mini\cat.349.jpg,0.02433541
mini\cat.362.jpg,0.1891788
mini\cat.367.jpg,0.16055074
mini\cat.368.jpg,0.71829766
mini\cat.371.jpg,0.67884153
mini\cat.379.jpg,0.30738908
mini\cat.380.jpg,0.1460025
mini\cat.385.jpg,0.44974795
mini\cat.397.jpg,0.85814023
mini\cat.400.jpg,0.62482893
mini\cat.403.jpg,0.29813743
mini\cat.407.jpg,0.20151561
mini\cat.418.jpg,0.4884299
mini\cat.424.jpg,0.03916791
mini\cat.427.jpg,0.43342027
mini\cat.440.jpg,0.60333824
mini\cat.445.jpg,0.29822394
mini\cat.452.jpg,0.9903257
mini\cat.474.jpg,0.56600094
mini\cat.483.jpg,0.42566338
mini\cat.486.jpg,0.22858566
mini\cat.497.jpg,0.14551002
mini\cat.502.jpg,0.6364102
mini\cat.512.jpg,0.22181371
mini\cat.513.jpg,0.36196816
mini\cat.516.jpg,0.11861354
mini\cat.520.jpg,0.6669539
mini\cat.524.jpg,0.12863594
mini\cat.532.jpg,0.33452475
mini\cat.542.jpg,0.3519774
mini\cat.554.jpg,0.48539016
mini\cat.555.jpg,0.5960461
mini\cat.557.jpg,0.31589228
mini\cat.558.jpg,0.2880262
mini\cat.560.jpg,0.7451684
mini\cat.566.jpg,0.3169968
mini\cat.568.jpg,0.07601422
mini\cat.571.jpg,0.04541221
mini\cat.577.jpg,0.5792557
mini\cat.584.jpg,0.23858932
mini\cat.585.jpg,0.49266687
mini\cat.586.jpg,0.1384871
mini\cat.588.jpg,0.5467306
mini\cat.595.jpg,0.49841917
mini\cat.597.jpg,0.92413306
mini\cat.604.jpg,0.51186705
mini\cat.608.jpg,0.13886002
mini\cat.616.jpg,0.14808431
mini\cat.618.jpg,0.2680217
mini\cat.621.jpg,0.60567737
mini\cat.623.jpg,0.5220094
mini\cat.636.jpg,0.39999622
mini\cat.637.jpg,0.6788571
mini\cat.644.jpg,0.442719
mini\cat.646.jpg,0.49861878
mini\cat.647.jpg,0.58462286
mini\cat.648.jpg,0.19076762
mini\cat.649.jpg,0.1698839
mini\cat.651.jpg,0.12055439
mini\cat.653.jpg,0.3824525
mini\cat.657.jpg,0.6478375
mini\cat.659.jpg,0.25343698
mini\cat.663.jpg,0.6779307
mini\cat.664.jpg,0.8535989
mini\cat.666.jpg,0.59483635
mini\cat.677.jpg,0.5309084
mini\cat.678.jpg,0.7965868
mini\cat.681.jpg,0.00924647
mini\cat.693.jpg,0.30003768
mini\cat.707.jpg,0.4568643
mini\cat.711.jpg,0.52157116
mini\cat.712.jpg,0.7995677
mini\cat.713.jpg,0.916303
mini\cat.717.jpg,0.42794782
mini\cat.719.jpg,0.06766328
mini\cat.734.jpg,0.43764558
mini\cat.737.jpg,0.43423146
mini\cat.744.jpg,0.8032125
mini\cat.751.jpg,0.35260302
mini\cat.754.jpg,0.6960828
mini\cat.757.jpg,0.41070202
mini\cat.760.jpg,0.5528947
mini\cat.761.jpg,0.5178343
mini\cat.769.jpg,0.3279602
mini\cat.775.jpg,0.29337555
mini\cat.776.jpg,0.32671687
mini\cat.777.jpg,0.78252435
mini\cat.781.jpg,0.5699298
mini\cat.786.jpg,0.59779125
mini\cat.787.jpg,0.08070603
mini\cat.788.jpg,0.42721784
mini\cat.790.jpg,0.5755952
mini\cat.791.jpg,0.21881956
mini\cat.796.jpg,0.22370797
mini\cat.813.jpg,0.40192503
mini\cat.823.jpg,0.16012293
mini\cat.825.jpg,0.2273129
mini\cat.827.jpg,0.29635987
mini\cat.831.jpg,0.39063257
mini\cat.832.jpg,0.41437018
mini\cat.840.jpg,0.24073324
mini\cat.844.jpg,0.12939054
mini\cat.863.jpg,0.474735
mini\cat.870.jpg,0.651053
mini\cat.876.jpg,0.04121214
mini\cat.883.jpg,0.9120953
mini\cat.892.jpg,0.1709975
mini\cat.896.jpg,0.21359721
mini\cat.900.jpg,0.09212273
mini\cat.903.jpg,0.36876857
mini\cat.906.jpg,0.00871119
mini\cat.907.jpg,0.4510268
mini\cat.914.jpg,0.49643806
mini\cat.917.jpg,0.7061892
mini\cat.919.jpg,0.44937116
mini\cat.920.jpg,0.5225976
mini\cat.921.jpg,0.68269616
mini\cat.922.jpg,0.79432607
mini\cat.924.jpg,0.29779536
mini\cat.930.jpg,0.28262165
mini\cat.932.jpg,0.6550957
mini\cat.936.jpg,0.17034835
mini\cat.941.jpg,0.98642594
mini\cat.944.jpg,0.66231376
mini\cat.946.jpg,0.13936487
mini\cat.948.jpg,0.10994825
mini\cat.950.jpg,0.42112577
mini\cat.953.jpg,0.45537463
mini\cat.968.jpg,0.2230156
mini\cat.971.jpg,0.12020946
mini\cat.982.jpg,0.56328475
mini\cat.987.jpg,0.67731154
mini\cat.991.jpg,0.04516894
mini\cat.995.jpg,0.05886939
mini\cat.997.jpg,0.5774494
mini\cat.999.jpg,0.31494632
mini\cat.1000.jpg,0.79642355
mini\cat.1010.jpg,0.22527954
mini\cat.1014.jpg,0.15163758
mini\cat.1021.jpg,0.24945667
mini\cat.1024.jpg,0.36208403
mini\cat.1026.jpg,0.26861262
mini\cat.1030.jpg,0.61491376
mini\cat.1036.jpg,0.29415232
mini\cat.1043.jpg,0.15219876
mini\cat.1044.jpg,0.24824947
mini\cat.1054.jpg,0.0217289
mini\cat.1057.jpg,0.18190077
mini\cat.1062.jpg,0.41994992
mini\cat.1065.jpg,0.06313798
mini\cat.1074.jpg,0.02400646
mini\cat.1097.jpg,0.2349346
mini\cat.1108.jpg,0.93541586
mini\cat.1116.jpg,0.00402996
mini\cat.1119.jpg,0.51007265
mini\cat.1128.jpg,0.7877195
mini\cat.1132.jpg,0.9410076
mini\cat.1134.jpg,0.21872443
mini\cat.1139.jpg,0.6133246
mini\cat.1141.jpg,0.6168277
mini\cat.1150.jpg,0.42131856
mini\cat.1152.jpg,0.59589905
mini\cat.1160.jpg,0.6499555
mini\cat.1175.jpg,0.49414313
mini\cat.1176.jpg,0.42291355
mini\cat.1179.jpg,0.23994088
mini\cat.1181.jpg,0.27149767
mini\cat.1193.jpg,0.42514902
mini\cat.1202.jpg,0.4627508
mini\cat.1205.jpg,0.45623946
mini\cat.1209.jpg,0.35305977
mini\cat.1211.jpg,0.36878175
mini\cat.1212.jpg,0.30591536
mini\cat.1220.jpg,0.40700954
mini\cat.1230.jpg,0.71851134
mini\cat.1240.jpg,0.70807827
mini\cat.1242.jpg,0.44106263
mini\cat.1248.jpg,0.17595732
mini\cat.1259.jpg,0.25232366
mini\cat.1261.jpg,0.55490553
mini\cat.1263.jpg,0.82173157
mini\cat.1267.jpg,0.38416722
mini\cat.1269.jpg,0.38339728
mini\cat.1270.jpg,0.99904275
mini\cat.1271.jpg,0.50555056
mini\cat.1272.jpg,0.09699622
mini\cat.1275.jpg,0.20599851
mini\cat.1277.jpg,0.46430683
mini\cat.1282.jpg,0.6029497
mini\cat.1289.jpg,0.20127857
mini\cat.1293.jpg,0.2275142
mini\cat.1296.jpg,0.58255506
mini\cat.1297.jpg,0.27364308
mini\cat.1304.jpg,0.79623103
mini\cat.1311.jpg,0.40920362
mini\cat.1312.jpg,0.37248957
mini\cat.1314.jpg,0.78383136
mini\cat.1328.jpg,0.19816795
mini\cat.1329.jpg,0.3471281
mini\cat.1334.jpg,0.21932244
mini\cat.1336.jpg,0.34950736
mini\cat.1338.jpg,0.15896419
mini\cat.1364.jpg,0.36295602
mini\cat.1369.jpg,0.06714648
mini\cat.1372.jpg,0.2246767
mini\cat.1373.jpg,0.46370435
mini\cat.1384.jpg,0.0711526
mini\cat.1385.jpg,0.66610336
mini\cat.1386.jpg,0.5123858
mini\cat.1397.jpg,0.46562096
mini\cat.1401.jpg,0.57070106
mini\cat.1406.jpg,0.41232172
mini\cat.1407.jpg,0.09163979
mini\cat.1408.jpg,0.6146887
mini\cat.1411.jpg,0.15717801
mini\cat.1422.jpg,0.5102027
mini\cat.1426.jpg,0.19993135
mini\cat.1427.jpg,0.51639503
mini\cat.1428.jpg,0.41919476
mini\cat.1433.jpg,0.21530557
mini\cat.1437.jpg,0.9967675
mini\cat.1451.jpg,0.47780147
mini\cat.1454.jpg,0.3492062
mini\cat.1460.jpg,0.6356752
mini\cat.1466.jpg,0.31855875
mini\cat.1469.jpg,0.21501431
mini\cat.1472.jpg,0.3181155
mini\cat.1489.jpg,0.07632592
mini\cat.1492.jpg,0.52007663
mini\cat.1494.jpg,0.21767625
mini\cat.1499.jpg,0.17220646
mini\cat.1505.jpg,0.42336667
mini\cat.1520.jpg,0.36267984
mini\cat.1524.jpg,0.33382398
mini\cat.1540.jpg,0.37529373
mini\cat.1545.jpg,0.29319337
mini\cat.1549.jpg,0.7402981
mini\cat.1558.jpg,0.10608625
mini\cat.1560.jpg,0.36666146
mini\cat.1568.jpg,0.4327892
mini\cat.1582.jpg,0.753651
mini\cat.1583.jpg,0.22856003
mini\cat.1587.jpg,0.27410716
mini\cat.1591.jpg,0.8153149
mini\cat.1598.jpg,0.23864472
mini\cat.1601.jpg,0.1647132
mini\cat.1605.jpg,0.64572775
mini\cat.1609.jpg,0.7687236
mini\cat.1610.jpg,0.13489667
mini\cat.1634.jpg,0.6011681
mini\cat.1642.jpg,0.276243
mini\cat.1646.jpg,0.72235775
mini\cat.1648.jpg,0.29146725
mini\cat.1649.jpg,0.5674377
mini\cat.1652.jpg,0.6339983
mini\cat.1654.jpg,0.5339858
mini\cat.1657.jpg,0.7246242
mini\cat.1659.jpg,0.8086902
mini\cat.1660.jpg,0.49323595
mini\cat.1661.jpg,0.7964345
mini\cat.1682.jpg,0.3401183
mini\cat.1683.jpg,0.27700606
mini\cat.1685.jpg,0.51363355
mini\cat.1688.jpg,0.605804
mini\cat.1690.jpg,0.10063082
mini\cat.1692.jpg,0.06600466
mini\cat.1701.jpg,0.8460753
mini\cat.1702.jpg,0.42690796
mini\cat.1706.jpg,0.33765942
mini\cat.1711.jpg,0.10987666
mini\cat.1720.jpg,0.47471547
mini\cat.1724.jpg,0.10641032
mini\cat.1726.jpg,0.36178547
mini\cat.1731.jpg,0.5311083
mini\cat.1732.jpg,0.07748234
mini\cat.1738.jpg,0.40019363
mini\cat.1745.jpg,0.19103125
mini\cat.1748.jpg,0.62755275
mini\cat.1754.jpg,0.4628498
mini\cat.1755.jpg,0.62126774
mini\cat.1781.jpg,0.7814425
mini\cat.1784.jpg,0.3544343
mini\cat.1788.jpg,0.18160811
mini\cat.1795.jpg,0.86238134
mini\cat.1801.jpg,0.07403049
mini\cat.1804.jpg,0.4401126
mini\cat.1808.jpg,0.14988914
mini\cat.1809.jpg,0.46003386
mini\cat.1810.jpg,0.9322482
mini\cat.1817.jpg,0.83418375
mini\cat.1820.jpg,0.40454638
mini\cat.1821.jpg,0.48319274
mini\cat.1823.jpg,0.3719058
mini\cat.1825.jpg,0.649572
mini\cat.1840.jpg,0.78372467
